policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P001358,C002076,51,M,Single,0,US,Mid,Term,151000.0,134.39,Monthly,2017-01-31,2021-03-11,50,4,Online,,False,,True,6,False,False,3,1,False,0.22,True,Replacement,2024-06-30,v1.0
P001359,C002657,18,F,Married,3,ES,Low,Whole,136000.0,108.82,Monthly,2019-08-23,,59,4,Agent,A1096,False,,False,0,False,False,0,2,False,0.01,False,,2024-06-30,v1.0
P001360,C000804,44,U,Married,1,UK,,Whole,142000.0,200.48,Quarterly,2021-11-14,,31,2,Online,,False,,False,0,False,False,1,2,False,0.05,False,,2024-06-30,v1.0
P001361,C000074,46,F,Single,1,FR,Mid,Term,153000.0,108.55,Quarterly,2016-04-22,,99,8,Agent,A1051,False,,False,0,False,False,2,0,False,0.04,False,,2024-06-30,v1.0
P001362,C002885,41,F,Single,0,US,Mid,Term,91000.0,69.57,Monthly,2021-04-13,,39,3,Agent,A1099,False,,False,0,False,False,0,0,True,0.06,False,,2024-06-30,v1.0
P001363,C002175,60,M,Single,1,US,Low,Term,283000.0,228.94,Monthly,2015-11-17,,104,8,Agent,A1076,False,,True,0,True,False,0,0,False,-0.04,False,,2024-06-30,v1.0
P001364,C002089,50,U,Widowed,4,IT,Mid,Term,93000.0,67.34,Monthly,2011-12-20,2020-02-06,99,8,Agent,A1041,False,,True,3,False,False,0,0,True,0.06,True,Life Event,2024-06-30,v1.0
P001365,C001379,60,F,Widowed,2,US,High,Whole,624000.0,689.56,Monthly,2017-06-29,,85,7,Employer,,True,0.17,False,0,False,False,1,1,True,0.1,False,,2024-06-30,v1.0
P001366,C000040,42,M,Married,0,DE,Low,Universal,243000.0,293.37,Monthly,2016-08-24,,95,7,Online,,True,0.19,True,1,True,False,0,1,False,-0.04,False,,2024-06-30,v1.0
P001367,C002981,56,F,Widowed,1,DE,Ultra,Whole,84000.0,138.3,Monthly,2018-03-10,,76,6,Employer,,True,0.1,True,0,True,False,1,1,False,-0.01,False,,2024-06-30,v1.0
P001368,C002081,64,M,Married,0,US,Mid,Term,421000.0,377.64,Monthly,2022-10-14,,20,1,Online,,True,0.18,False,0,False,False,3,1,False,-0.07,False,,2024-06-30,v1.0
P001369,C001700,60,M,Single,0,FR,Low,Term,59000.0,43.16,Annual,2011-02-21,,162,13,Agent,A1006,False,,False,0,False,False,0,0,False,-0.07,False,,2024-06-30,v1.0
P001370,C001401,31,F,Single,0,US,Low,Term,462000.0,223.63,Annual,2022-07-24,,23,1,Online,,False,,True,0,False,False,1,3,False,0.07,False,,2024-06-30,v1.0
P001371,C000587,41,M,Divorced,0,DE,Low,Whole,354000.0,476.89,Quarterly,2010-06-19,,170,14,Agent,A1048,False,,True,1,True,False,1,1,False,0.08,False,,2024-06-30,v1.0
P001372,C001622,40,F,Married,0,ES,Low,Term,721000.0,468.5,Quarterly,2011-08-22,,156,13,Online,,False,,False,0,False,False,0,2,False,0.02,False,,2024-06-30,v1.0
P001373,C000341,50,M,Divorced,1,ES,,Term,25000.0,17.54,Monthly,2016-03-27,,100,8,Online,,False,,True,2,False,False,0,0,False,0.17,False,,2024-06-30,v1.0
P001374,C002074,53,M,Divorced,0,FR,Mid,Whole,232000.0,276.24,Quarterly,2015-08-18,,107,8,Employer,,False,,False,0,False,False,1,0,True,-0.03,False,,2024-06-30,v1.0
P001375,C000645,34,U,Married,1,UK,High,Term,147000.0,136.83,Monthly,2022-03-26,,27,2,Agent,A1055,False,,False,0,False,False,0,2,False,0.05,False,,2024-06-30,v1.0
P001376,C000730,45,M,Single,0,DE,Mid,Term,97000.0,52.8,Annual,2018-03-01,,77,6,Agent,A1068,True,0.1,False,0,False,False,0,1,False,0.12,False,,2024-06-30,v1.0
P001377,C000167,20,F,Single,1,DE,Mid,Term,300000.0,198.32,Quarterly,2018-06-03,,73,6,Agent,A1025,False,,False,0,False,False,1,0,False,-0.05,False,,2024-06-30,v1.0
P001378,C000609,62,F,Single,1,US,Low,Term,120000.0,73.14,Monthly,2024-03-01,2028-11-05,57,4,Agent,A1001,False,,False,0,False,False,2,1,False,-0.06,True,Price,2024-06-30,v1.0
P001379,C002315,38,F,Single,3,US,Mid,Term,411000.0,209.33,Quarterly,2013-04-14,2017-07-22,52,4,Agent,A1049,True,0.24,True,0,False,False,0,0,False,0.09,True,Price,2024-06-30,v1.0
P001380,C001772,45,F,Married,1,UK,Mid,Term,78000.0,56.79,Monthly,2016-11-05,,93,7,Employer,,False,,True,2,False,False,0,0,True,-0.02,False,,2024-06-30,v1.0
P001381,C002040,41,F,Single,1,US,Mid,Term,39000.0,34.99,Monthly,2020-11-27,,43,3,Agent,A1067,False,,False,0,False,False,0,1,False,0.01,False,,2024-06-30,v1.0
P001382,C002868,58,M,Single,1,IT,High,Term,89000.0,66.12,Annual,2020-09-05,2026-11-03,75,6,Bank,,False,,False,0,False,False,2,1,False,0.1,True,Life Event,2024-06-30,v1.0
P001383,C000454,18,F,Married,3,US,,Term,224000.0,177.84,Monthly,2014-07-03,,121,10,Online,,False,,True,0,False,False,2,0,False,0.11,False,,2024-06-30,v1.0
P001384,C002953,44,M,Single,0,US,High,Universal,302000.0,304.13,Quarterly,2023-10-16,2030-03-13,78,6,Agent,A1057,False,,True,1,False,True,1,1,True,0.09,True,Unknown,2024-06-30,v1.0
P001385,C001708,43,F,Married,2,US,Mid,Term,77000.0,53.58,Monthly,2012-02-25,2015-03-11,37,3,Agent,A1009,False,,True,1,False,False,1,0,False,0.12,True,Life Event,2024-06-30,v1.0
P001386,C002969,39,F,Married,3,IT,Low,Term,216000.0,125.37,Monthly,2023-09-09,,9,0,Agent,A1014,False,,True,1,True,True,0,0,True,-0.13,False,,2024-06-30,v1.0
P001387,C000701,65,F,Married,1,IT,Mid,Whole,269000.0,255.07,Quarterly,2018-06-28,,73,6,Online,,False,,True,4,False,False,0,0,False,0.0,False,,2024-06-30,v1.0
P001388,C002681,34,F,Widowed,4,US,Low,Term,173000.0,130.07,Annual,2014-06-15,,122,10,Agent,A1038,False,,False,0,False,False,0,2,False,-0.06,False,,2024-06-30,v1.0
P001389,C001599,54,F,Single,1,FR,Mid,Whole,714000.0,747.89,Monthly,2018-12-10,,67,5,Bank,,True,0.23,False,0,False,False,1,1,False,0.09,False,,2024-06-30,v1.0
P001390,C000129,49,F,Single,1,UK,,Term,123000.0,69.78,Monthly,2023-07-03,,12,1,Online,,False,,False,0,False,False,1,0,False,0.04,False,,2024-06-30,v1.0
P001391,C001845,60,F,Divorced,2,UK,Low,Universal,78000.0,75.3,Monthly,2018-03-11,,76,6,Bank,,False,,True,3,False,False,0,0,False,0.07,False,,2024-06-30,v1.0
P001392,C001386,36,M,Married,3,FR,Mid,Universal,158000.0,111.02,Quarterly,2023-03-05,,16,1,Online,,False,,False,0,False,False,0,0,False,0.18,False,,2024-06-30,v1.0
P001393,C002866,36,M,Married,0,US,Low,Whole,187000.0,285.2,Monthly,2013-01-08,,139,11,Online,,False,,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P001394,C000692,58,F,Single,1,UK,Low,Whole,395000.0,468.11,Quarterly,2018-08-27,,71,5,Online,,True,0.23,True,0,False,True,2,0,False,0.11,False,,2024-06-30,v1.0
P001395,C001394,50,F,Divorced,1,US,High,Term,151000.0,98.28,Quarterly,2012-02-24,,150,12,Online,,False,,False,0,False,False,0,1,False,-0.02,False,,2024-06-30,v1.0
P001396,C000793,26,M,Widowed,1,US,,Universal,179000.0,208.26,Monthly,2022-08-10,,23,1,Online,,False,,True,1,False,True,0,2,False,0.03,False,,2024-06-30,v1.0
P001397,C000028,38,M,Married,3,US,Low,Term,123000.0,105.32,Monthly,2016-02-06,,102,8,Agent,A1015,False,,False,0,False,False,0,0,False,0.12,False,,2024-06-30,v1.0
P001398,C000148,49,M,Single,1,US,Mid,Term,30000.0,23.27,Monthly,2022-09-24,2027-09-28,61,5,Agent,A1020,True,0.15,False,0,False,False,1,0,False,-0.04,True,Life Event,2024-06-30,v1.0
P001399,C001319,55,U,Divorced,2,UK,High,Term,170000.0,130.66,Monthly,2019-12-14,2021-05-07,17,1,Agent,A1054,False,,False,0,False,False,4,0,False,0.05,True,Life Event,2024-06-30,v1.0
P001400,C002058,36,F,Married,0,US,Low,Term,343000.0,173.36,Annual,2014-11-09,,117,9,Bank,,True,0.13,True,0,False,False,1,1,False,-0.01,False,,2024-06-30,v1.0
P001401,C002723,18,M,Married,0,UK,Mid,Whole,316000.0,374.26,Monthly,2018-12-01,2020-03-25,16,1,Agent,A1005,False,,False,0,False,False,0,3,False,0.08,True,Life Event,2024-06-30,v1.0
P001402,C001136,51,M,Single,1,UK,Mid,Term,52000.0,44.08,Monthly,2017-10-09,,81,6,Online,,False,,True,2,False,False,0,1,False,0.01,False,,2024-06-30,v1.0
P001403,C000186,30,M,Married,1,IT,High,Whole,166000.0,198.01,Quarterly,2017-07-10,,84,7,Employer,,False,,True,1,True,False,1,0,False,0.07,False,,2024-06-30,v1.0
P001404,C002854,20,M,Single,3,UK,Mid,Term,126000.0,114.92,Monthly,2014-09-19,,119,9,Agent,A1048,True,0.23,False,0,False,False,1,1,False,0.12,False,,2024-06-30,v1.0
P001405,C002791,18,M,Single,2,ES,Low,Universal,221000.0,274.99,Monthly,2016-10-26,,93,7,Agent,A1067,False,,False,0,False,False,2,0,False,-0.07,False,,2024-06-30,v1.0
P001406,C001250,54,F,Married,1,US,Mid,Whole,232000.0,213.95,Monthly,2016-02-28,2020-10-04,56,4,Agent,A1083,True,0.14,False,0,False,False,0,1,True,0.16,True,Price,2024-06-30,v1.0
P001407,C001333,46,U,Single,2,DE,Mid,Whole,26000.0,29.93,Annual,2020-02-08,,53,4,Bank,,False,,True,4,False,False,2,1,False,0.09,False,,2024-06-30,v1.0
P001408,C000097,42,M,Married,0,US,Low,Whole,102000.0,109.73,Annual,2013-01-01,,139,11,Agent,A1007,True,0.09,False,0,False,False,0,0,False,0.14,False,,2024-06-30,v1.0
P001409,C000054,61,M,Married,1,DE,High,Universal,116000.0,82.77,Quarterly,2016-03-18,,100,8,Agent,A1053,False,,True,1,False,False,1,1,False,0.0,False,,2024-06-30,v1.0
P001410,C002670,52,M,Single,1,US,,Term,95000.0,50.33,Monthly,2014-06-14,,122,10,Online,,False,,True,1,False,False,0,0,False,0.03,False,,2024-06-30,v1.0
P001411,C002711,64,M,Married,0,UK,Low,Term,130000.0,89.13,Monthly,2017-05-03,2025-06-20,99,8,Agent,A1003,False,,False,0,False,False,2,1,True,-0.05,True,Price,2024-06-30,v1.0
P001412,C000757,28,M,Widowed,1,US,Low,Whole,151000.0,186.88,Monthly,2023-06-25,,12,1,Employer,,True,0.14,True,2,False,False,1,1,False,0.1,False,,2024-06-30,v1.0
P001413,C000405,44,M,Single,1,US,,Whole,178000.0,237.57,Quarterly,2020-06-01,,49,4,Online,,False,,False,0,False,False,0,0,False,0.03,False,,2024-06-30,v1.0
P001414,C002116,25,M,Married,1,DE,Mid,Term,261000.0,167.58,Monthly,2011-01-23,,163,13,Bank,,False,,True,0,False,False,0,0,False,-0.02,False,,2024-06-30,v1.0
P001415,C001312,42,F,Single,0,IT,Low,Term,339000.0,326.38,Monthly,2014-06-21,2021-01-15,80,6,Employer,,False,,False,0,False,False,0,0,False,-0.15,True,Price,2024-06-30,v1.0
P001416,C001785,42,F,Married,1,US,High,Term,134000.0,113.23,Monthly,2023-12-05,,6,0,Agent,A1060,False,,False,0,False,False,1,1,False,-0.02,False,,2024-06-30,v1.0
P001417,C000750,52,F,Single,1,IT,Low,Term,226000.0,154.24,Quarterly,2020-11-02,,44,3,Agent,A1056,False,,False,0,False,False,2,0,False,0.12,False,,2024-06-30,v1.0
P001418,C001762,45,M,Married,3,US,Low,Universal,201000.0,211.93,Quarterly,2020-10-14,,45,3,Employer,,True,0.08,True,4,False,False,0,1,False,0.1,False,,2024-06-30,v1.0
P001419,C000364,52,F,Single,2,DE,Low,Term,391000.0,385.7,Monthly,2016-09-01,2023-06-27,83,6,Online,,True,0.05,True,1,True,False,1,2,False,0.08,True,Price,2024-06-30,v1.0
P001420,C002026,53,U,Widowed,1,ES,High,Whole,336000.0,388.62,Quarterly,2010-06-10,,171,14,Agent,A1094,False,,False,0,False,False,1,1,True,-0.01,False,,2024-06-30,v1.0
P001421,C000481,70,M,Married,2,US,,Whole,892000.0,1035.64,Quarterly,2017-05-25,,86,7,Online,,False,,False,0,False,False,1,1,False,0.03,False,,2024-06-30,v1.0
P001422,C002248,41,M,Married,1,US,,Term,244000.0,183.37,Quarterly,2011-05-11,,159,13,Online,,False,,True,2,False,False,0,2,False,-0.05,False,,2024-06-30,v1.0
P001423,C000153,33,F,Married,1,US,Low,Term,48000.0,27.63,Quarterly,2018-01-31,,78,6,Online,,True,0.07,False,0,False,False,0,2,False,0.04,False,,2024-06-30,v1.0
P001424,C001524,47,M,Married,1,US,Mid,Term,384000.0,293.25,Monthly,2018-08-26,2021-02-11,30,2,Employer,,False,,False,0,False,False,0,1,True,-0.05,True,Price,2024-06-30,v1.0
P001425,C002120,35,M,Married,0,FR,Mid,Whole,400000.0,388.09,Annual,2017-11-19,,80,6,Employer,,False,,True,2,False,False,0,1,False,-0.01,False,,2024-06-30,v1.0
P001426,C002760,62,F,Married,1,DE,Mid,Term,281000.0,243.4,Monthly,2016-02-16,,101,8,Online,,False,,True,2,False,False,0,2,False,0.22,False,,2024-06-30,v1.0
P001427,C002343,41,F,Married,2,ES,,Term,60000.0,45.64,Monthly,2010-03-30,,173,14,Online,,False,,False,0,False,False,0,0,False,0.15,False,,2024-06-30,v1.0
P001428,C001040,38,M,Single,1,US,High,Term,323000.0,253.49,Quarterly,2013-03-04,2020-10-23,93,7,Agent,A1027,False,,True,2,False,False,0,1,True,0.25,True,Replacement,2024-06-30,v1.0
P001429,C001664,39,F,Single,0,UK,Low,Term,299000.0,221.08,Monthly,2022-07-26,,23,1,Bank,,False,,False,0,False,False,0,0,False,0.03,False,,2024-06-30,v1.0
P001430,C001240,53,F,Married,0,US,Mid,Term,56000.0,27.46,Annual,2010-09-18,,167,13,Online,,True,0.09,False,0,False,False,1,0,True,-0.03,False,,2024-06-30,v1.0
P001431,C000060,43,M,Divorced,1,IT,Mid,Term,246000.0,233.39,Monthly,2023-08-14,,10,0,Bank,,True,0.11,True,0,False,False,2,3,False,0.01,False,,2024-06-30,v1.0
P001432,C000938,37,F,Single,3,US,Mid,Term,184000.0,122.4,Monthly,2010-09-07,,168,14,Employer,,False,,False,0,False,False,0,2,True,0.02,False,,2024-06-30,v1.0
P001433,C001639,64,M,Single,2,ES,Low,Whole,211000.0,229.91,Annual,2011-08-19,,156,13,Agent,A1073,False,,False,0,False,False,0,0,False,0.13,False,,2024-06-30,v1.0
P001434,C002089,34,M,Single,2,US,Low,Term,141000.0,113.18,Monthly,2020-02-18,,53,4,Employer,,False,,True,0,False,False,0,2,False,-0.01,False,,2024-06-30,v1.0
P001435,C000024,45,F,Widowed,0,UK,Mid,Whole,55000.0,81.72,Monthly,2010-04-01,,173,14,Online,,False,,True,6,False,True,1,0,False,-0.02,False,,2024-06-30,v1.0
P001436,C001062,52,M,Divorced,0,US,Ultra,Whole,200000.0,322.16,Monthly,2016-09-07,,95,7,Agent,A1034,True,0.24,True,2,True,False,0,0,False,0.1,False,,2024-06-30,v1.0
P001437,C000130,25,M,Married,1,IT,Ultra,Universal,258000.0,244.73,Quarterly,2016-10-05,,94,7,Agent,A1041,False,,False,0,False,False,0,1,True,-0.15,False,,2024-06-30,v1.0
P001438,C001252,50,M,Widowed,1,UK,Low,Term,84000.0,55.46,Monthly,2010-07-05,,170,14,Online,,True,0.23,True,3,True,True,1,0,True,0.15,False,,2024-06-30,v1.0
P001439,C000107,32,F,Married,2,DE,Low,Term,144000.0,72.19,Monthly,2019-09-29,,57,4,Bank,,False,,True,0,False,False,0,0,False,0.02,False,,2024-06-30,v1.0
P001440,C000171,54,F,Widowed,0,UK,Mid,Universal,105000.0,112.14,Monthly,2013-05-21,,135,11,Online,,False,,True,2,False,False,1,1,True,0.02,False,,2024-06-30,v1.0
P001441,C001458,33,M,Single,1,US,Mid,Whole,156000.0,108.43,Annual,2012-09-02,,143,11,Agent,A1006,False,,True,2,False,False,0,0,False,0.08,False,,2024-06-30,v1.0
P001442,C000101,53,F,Single,1,US,,Term,41000.0,26.45,Monthly,2017-05-31,2023-03-31,71,5,Online,,False,,False,0,False,False,1,3,True,-0.13,True,Price,2024-06-30,v1.0
P001443,C002913,58,M,Married,0,FR,,Term,238000.0,179.75,Monthly,2020-08-25,,46,3,Online,,True,0.2,False,0,False,False,0,0,False,-0.02,False,,2024-06-30,v1.0
P001444,C002571,55,F,Married,1,US,Mid,Universal,152000.0,184.53,Quarterly,2020-08-29,,46,3,Agent,A1070,False,,True,0,False,False,0,0,False,0.04,False,,2024-06-30,v1.0
P001445,C002322,48,M,Married,1,FR,Mid,Term,85000.0,57.44,Quarterly,2020-12-27,,42,3,Agent,A1064,False,,True,2,False,False,1,1,True,0.05,False,,2024-06-30,v1.0
P001446,C001636,42,F,Single,3,UK,Low,Universal,347000.0,423.79,Monthly,2010-02-09,,175,14,Agent,A1019,False,,False,0,False,False,0,2,False,-0.04,False,,2024-06-30,v1.0
P001447,C002864,38,U,Married,0,US,Mid,Universal,273000.0,273.05,Quarterly,2016-01-09,,103,8,Agent,A1056,True,0.06,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P001448,C001040,62,F,Single,3,UK,Mid,Term,143000.0,109.06,Monthly,2021-03-12,,40,3,Online,,True,0.22,False,0,False,False,1,0,False,0.0,False,,2024-06-30,v1.0
P001449,C000329,36,M,Single,2,UK,High,Whole,504000.0,759.74,Monthly,2014-06-09,,122,10,Agent,A1045,True,0.12,True,2,False,False,2,0,False,0.02,False,,2024-06-30,v1.0
P001450,C001520,32,F,Divorced,0,DE,Low,Term,454000.0,362.12,Monthly,2010-11-10,,166,13,Bank,,False,,True,1,False,False,0,1,True,0.01,False,,2024-06-30,v1.0
P001451,C000011,52,M,Divorced,2,FR,Low,Whole,109000.0,133.36,Monthly,2019-10-19,,57,4,Online,,False,,True,1,False,True,1,1,True,0.04,False,,2024-06-30,v1.0
P001452,C001341,35,F,Widowed,2,US,Ultra,Term,69000.0,62.65,Monthly,2011-09-22,,155,12,Online,,False,,False,0,False,False,1,0,False,-0.07,False,,2024-06-30,v1.0
P001453,C000215,33,M,Married,2,ES,Mid,Term,31000.0,21.72,Monthly,2021-09-13,,34,2,Online,,False,,False,0,False,False,1,0,False,-0.09,False,,2024-06-30,v1.0
P001454,C000338,27,M,Married,0,US,High,Whole,128000.0,141.4,Monthly,2024-05-24,,1,0,Agent,A1094,True,0.07,True,5,True,False,0,0,False,0.04,False,,2024-06-30,v1.0
P001455,C001799,39,M,Married,1,IT,Mid,Term,114000.0,65.11,Quarterly,2021-04-07,,39,3,Employer,,False,,False,0,False,False,1,0,False,-0.01,False,,2024-06-30,v1.0
P001456,C002708,44,M,Single,2,US,High,Universal,48000.0,44.89,Quarterly,2010-09-29,2016-03-01,66,5,Employer,,False,,False,0,False,False,0,0,False,0.03,True,Life Event,2024-06-30,v1.0
P001457,C001750,47,F,Single,2,US,,Term,83000.0,64.28,Monthly,2013-01-12,,139,11,Online,,False,,False,0,False,False,0,1,True,0.06,False,,2024-06-30,v1.0
P001458,C001508,56,F,Single,2,UK,Low,Term,252000.0,202.09,Monthly,2012-04-17,,148,12,Bank,,True,0.25,False,0,False,False,0,3,False,-0.02,False,,2024-06-30,v1.0
P001459,C002421,51,F,Divorced,1,US,High,Term,180000.0,133.19,Monthly,2017-04-22,2017-10-19,6,0,Employer,,False,,True,1,False,True,0,1,False,-0.16,True,Replacement,2024-06-30,v1.0
P001460,C000709,42,F,Single,0,ES,High,Universal,88000.0,74.73,Annual,2023-10-14,,8,0,Agent,A1079,False,,False,0,False,False,1,0,False,0.15,False,,2024-06-30,v1.0
P001461,C001223,42,F,Widowed,0,US,Mid,Term,357000.0,259.81,Quarterly,2014-10-27,,117,9,Online,,False,,False,0,False,False,1,0,True,0.1,False,,2024-06-30,v1.0
P001462,C002513,51,M,Married,1,US,Mid,Universal,58000.0,66.72,Quarterly,2011-05-04,,160,13,Online,,False,,False,0,False,False,0,0,False,-0.16,False,,2024-06-30,v1.0
P001463,C001112,60,M,Married,0,US,,Term,213000.0,84.51,Monthly,2011-02-07,,163,13,Online,,False,,False,0,False,False,0,1,False,-0.07,False,,2024-06-30,v1.0
P001464,C001291,46,M,Single,1,US,Low,Term,128000.0,69.29,Monthly,2022-08-18,,22,1,Employer,,False,,False,0,False,False,0,0,False,-0.03,False,,2024-06-30,v1.0
P001465,C000488,39,M,Single,0,UK,Mid,Universal,160000.0,200.04,Monthly,2017-03-15,,88,7,Agent,A1046,True,0.18,True,0,True,True,0,0,False,-0.07,False,,2024-06-30,v1.0
P001466,C001561,33,M,Widowed,1,UK,,Term,185000.0,133.07,Monthly,2016-09-12,,94,7,Online,,False,,False,0,False,False,0,3,False,-0.01,False,,2024-06-30,v1.0
P001467,C000046,27,M,Single,1,US,Low,Term,347000.0,271.88,Quarterly,2015-08-07,,108,9,Agent,A1063,False,,True,0,True,False,0,0,False,0.06,False,,2024-06-30,v1.0
P001468,C000777,52,M,Single,2,US,Mid,Universal,246000.0,194.44,Quarterly,2011-09-22,,155,12,Agent,A1071,False,,False,0,False,False,1,2,False,-0.02,False,,2024-06-30,v1.0
P001469,C001039,51,M,Single,3,US,,Whole,452000.0,536.91,Quarterly,2014-02-14,,126,10,Online,,False,,True,4,False,False,2,3,False,-0.18,False,,2024-06-30,v1.0
P001470,C000710,51,F,Single,2,US,Mid,Whole,103000.0,88.92,Annual,2022-05-31,,25,2,Bank,,True,0.19,True,1,False,True,0,2,False,-0.02,False,,2024-06-30,v1.0
P001471,C000400,43,M,Single,0,DE,Ultra,Whole,172000.0,238.0,Monthly,2022-01-30,,29,2,Bank,,False,,True,3,False,False,2,2,True,0.03,False,,2024-06-30,v1.0
P001472,C001817,61,F,Married,3,FR,Low,Term,77000.0,45.79,Annual,2020-11-28,,43,3,Agent,A1052,False,,False,0,False,False,0,1,False,-0.02,False,,2024-06-30,v1.0
P001473,C000249,39,F,Married,0,FR,Mid,Whole,84000.0,77.45,Quarterly,2023-08-30,,10,0,Agent,A1064,False,,False,0,False,False,0,1,False,0.02,False,,2024-06-30,v1.0
P001474,C000390,56,F,Married,0,ES,Low,Whole,395000.0,563.77,Monthly,2010-03-17,,173,14,Agent,A1027,False,,False,0,False,False,0,1,False,0.07,False,,2024-06-30,v1.0
P001475,C000334,44,M,Single,1,IT,Low,Whole,53000.0,68.39,Quarterly,2013-07-30,2021-05-19,95,7,Agent,A1077,True,0.08,False,0,False,False,1,3,False,0.06,True,Unknown,2024-06-30,v1.0
P001476,C000628,37,M,Divorced,1,US,Low,Term,100000.0,73.13,Monthly,2023-11-10,,7,0,Agent,A1022,False,,False,0,False,False,0,0,True,0.09,False,,2024-06-30,v1.0
P001477,C000136,52,M,Married,0,US,Low,Universal,102000.0,102.53,Monthly,2019-10-08,,57,4,Employer,,False,,False,0,False,False,0,1,False,0.04,False,,2024-06-30,v1.0
P001478,C002930,49,M,Single,2,IT,Mid,Whole,181000.0,271.19,Monthly,2012-03-03,2020-06-19,101,8,Online,,True,0.07,True,4,False,False,0,0,False,0.11,True,Price,2024-06-30,v1.0
P001479,C002735,49,M,Married,1,UK,Low,Term,67000.0,54.01,Monthly,2010-12-13,,164,13,Online,,False,,False,0,False,False,0,1,False,0.09,False,,2024-06-30,v1.0
P001480,C001521,45,F,Single,0,US,Mid,Whole,125000.0,163.49,Monthly,2023-10-16,,8,0,Online,,True,0.11,False,0,False,False,1,0,False,0.0,False,,2024-06-30,v1.0
P001481,C000826,44,F,Married,3,UK,High,Term,554000.0,346.62,Monthly,2015-12-18,,103,8,Online,,False,,True,2,False,True,0,1,True,0.02,False,,2024-06-30,v1.0
P001482,C000726,73,F,Married,1,ES,Mid,Whole,175000.0,271.23,Quarterly,2011-10-24,,154,12,Bank,,True,0.08,False,0,False,False,1,0,False,0.07,False,,2024-06-30,v1.0
P001483,C001500,59,M,Divorced,0,FR,High,Universal,81000.0,87.91,Monthly,2013-10-07,,130,10,Employer,,False,,True,6,False,True,2,1,False,-0.08,False,,2024-06-30,v1.0
P001484,C002641,53,M,Single,0,US,High,Term,177000.0,170.08,Monthly,2020-08-29,,46,3,Agent,A1082,True,0.14,True,1,False,False,2,1,False,0.04,False,,2024-06-30,v1.0
P001485,C000989,46,F,Married,1,ES,,Universal,158000.0,158.3,Monthly,2013-03-14,,137,11,Online,,True,0.12,False,0,False,False,0,0,True,-0.04,False,,2024-06-30,v1.0
P001486,C002419,57,M,Single,0,ES,Mid,Term,577000.0,340.58,Annual,2012-10-12,,142,11,Agent,A1037,False,,True,2,True,True,0,0,True,0.04,False,,2024-06-30,v1.0
P001487,C000934,51,F,Married,1,US,High,Term,124000.0,87.6,Monthly,2011-04-30,,160,13,Agent,A1035,False,,True,1,False,False,0,2,False,0.08,False,,2024-06-30,v1.0
P001488,C000401,45,F,Married,0,IT,Low,Term,211000.0,166.18,Monthly,2019-01-30,,65,5,Agent,A1051,False,,True,2,False,True,1,2,False,0.01,False,,2024-06-30,v1.0
P001489,C001466,41,M,Single,0,IT,High,Term,65000.0,45.26,Quarterly,2013-06-21,,134,11,Agent,A1096,False,,False,0,False,False,1,2,False,0.07,False,,2024-06-30,v1.0
P001490,C000614,44,M,Married,0,US,Mid,Whole,127000.0,184.2,Monthly,2013-02-16,2019-04-16,75,6,Agent,A1055,False,,False,0,False,False,0,1,False,0.03,True,Price,2024-06-30,v1.0
P001491,C001296,18,M,Married,2,DE,Low,Whole,136000.0,157.33,Quarterly,2011-10-28,,154,12,Online,,False,,True,2,False,False,2,1,False,0.04,False,,2024-06-30,v1.0
P001492,C001182,47,M,Divorced,0,US,Mid,Term,53000.0,42.96,Monthly,2017-02-12,,89,7,Online,,False,,False,0,False,False,0,0,False,0.11,False,,2024-06-30,v1.0
P001493,C002667,39,M,Single,2,DE,Mid,Term,155000.0,128.56,Monthly,2013-04-09,2019-05-08,74,6,Online,,True,0.21,False,0,False,False,1,0,False,0.12,True,Replacement,2024-06-30,v1.0
P001494,C002235,64,M,Divorced,1,IT,Mid,Whole,250000.0,234.04,Quarterly,2010-10-27,,166,13,Agent,A1025,False,,False,0,False,False,0,2,False,0.02,False,,2024-06-30,v1.0
P001495,C001121,45,M,Widowed,2,US,Low,Whole,230000.0,206.64,Annual,2013-04-28,,136,11,Agent,A1078,False,,False,0,False,False,1,0,False,-0.04,False,,2024-06-30,v1.0
P001496,C000130,30,F,Divorced,1,US,Mid,Universal,49000.0,39.74,Quarterly,2012-08-09,,144,12,Agent,A1058,False,,True,3,False,False,1,0,False,0.02,False,,2024-06-30,v1.0
P001497,C002852,44,F,Married,0,IT,Mid,Term,76000.0,64.3,Monthly,2023-11-29,,7,0,Agent,A1095,False,,False,0,False,False,1,0,False,0.17,False,,2024-06-30,v1.0
P001498,C001194,32,M,Divorced,2,ES,Ultra,Universal,114000.0,146.39,Monthly,2023-09-14,,9,0,Online,,False,,False,0,False,False,0,0,False,0.13,False,,2024-06-30,v1.0
P001499,C002983,50,F,Married,1,US,,Term,66000.0,47.06,Monthly,2015-01-05,,115,9,Online,,True,0.16,False,0,False,False,1,2,False,0.02,False,,2024-06-30,v1.0
